"30","2006","K218-9402006","19990401","99999999","31","4","NGより移管_販売代行先名がワールドファッションリンクに変更"," ","","",""," "," ","2010-05-14 19:47:09","system  ","2013-01-22 10:44:39","13001861","c"
"31","2008","k287-9402006","19940401","19990331","","4","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"32","2008","K287-9402006","19990401","99999999","31","4","販売代行先名がワールドファッションリンクに変更"," ","","",""," "," ","2010-05-14 19:47:09","system  ","2013-01-22 10:46:30","13001861","c"
"33","2039","","19940401","19990331","","1","NGより移管","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"34","2039","K253-9508002","19990401","99999999","31","4","NGより移管_販売代行先名がワールドファッションリンクに変更"," ","","",""," "," ","2010-05-14 19:47:09","system  ","2013-01-22 10:47:34","13001861","c"
"35","2042","K","19940401","19990331","","1","NGより移管","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"36","2042","K218-9412003","19990401","99999999","31","4","NGより移管_販売代行先名がワールドファッションリンクに変更"," ","","",""," "," ","2010-05-14 19:47:09","system  ","2013-01-22 10:49:33","13001861","c"
"37","2043","K153-0302002","19940401","19990331","","4","NGより移管","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"38","2043","K153-0302002","19990401","99999999","31","4","NGより移管_販売代行先名がワールドファッションリンクに変更"," ","","",""," "," ","2010-05-14 19:47:09","system  ","2013-01-22 10:51:07","13001861","c"
"39","2130","","19900201","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","d"
"40","2268","K217-9412007","19950301","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"41","2354","","19911001","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","d"
"42","2359","","19940401","99999999","","1","NGより移管","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"43","2400","","19920301","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","d"
"44","2405","--","19920901","19990331","","4","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"45","2405","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"46","2418","","19931001","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"47","2440","","19940401","99999999","","1","出店","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"48","2455","","19920901","19990331","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"49","2455","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"50","2474","","19940401","99999999","","1","出店","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"51","2502","","19930129","19990331","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"52","2502","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"53","2514","","19930201","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"54","2516","K221-9301004","19930131","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"55","2521","","19930217","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"56","2527","","19931010","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"57","2585","","19930801","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"58","2588","","19931001","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"59","2593","","19930901","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"60","2594","","19930903","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"61","2595","","19931001","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"62","2616","","19870101","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","d"
"63","2623","","19930826","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"64","2630","","19931029","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"65","2631","K135-9310003","19931029","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"66","2642","","19931101","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"67","2650","","19931203","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"68","2672","","19940301","99999999","","","デ－タナシ_出店","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"69","2673","K282-9312013","19940309","19990331","","4","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"70","2673","K282-9312013","19990401","99999999","31","4","販売代行先名がワールドファッションリンクに変更"," ","","",""," "," ","2010-05-14 19:47:09","system  ","2013-01-23 16:34:30","13001861","c"
"71","2682","","19960101","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"72","2683","K827-0005009","19940312","19990331","","1","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"73","2683","K827-0005009","19990401","99999999","31","4"," "," ","","",""," "," ","2010-05-14 19:47:09","system  ","2013-01-22 11:31:50","13001861","c"
"74","2730","K217-9406002","19940624","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"75","2732","K250-9404019","19940601","99999999","","2","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"76","2734","K250-9404019","19940601","19950331","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"77","2734","K250-9503010","19950401","19980331","","2","販売手数料アップの為","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"78","2734","","19980401","19980831","","2","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"79","2734","K250-9808012","19980901","99999999","","2","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"80","2735","","19960101","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"81","2738","K","19940825","19990331","","4","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"82","2738","K","19990401","99999999","31","4","販売代行先名がワールドファッションリンクに変更"," ","","",""," "," ","2010-05-14 19:47:09","system  ","2015-06-23 14:05:32","13001861","c"
"83","2759","K250-9404019","19940601","19950331","","3","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"84","2759","K250-9504002","19950401","19950930","","3","最低売上保証 3,170 万円/半期*2で、年間金額に入力","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"85","2759","K250-9509006","19951001","19960331","","3","売上最低保証 4,150 万円 /半期*2で、年間の欄に入力。 95/10/01～96/03までの期間","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"86","2759","K250-9605002","19960401","19960831","","1","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"87","2759","K250-9608003","19960901","19980331","","2","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"88","2759","K250-9803005","19980401","19990831","","2","代行料変更の件","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"89","2759","K218-9908008","19990901","99999999","","2","販売代行相殺_直営店経費見直しの為","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"90","2805","K288-9407005","19940801","19970131","","2","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"91","2805","","19970201","99999999","","2","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"92","2806","","19940820","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"93","2812","","19940901","19990331","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"94","2812","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"95","2813","K217-9404014","19941008","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"96","2814","K217-9408001","19940901","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"97","2815","K217-9408002","19940903","99999999","","2","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"98","2818","K282-9405004","19940825","19990331","","4","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"99","2818","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"100","2819","","19941001","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"101","2820","K217-9408004","19941024","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"102","2822","K217-9408006","19940901","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"103","2826","","19940801","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","d"
"104","2828","","19940901","19960903","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"105","2828","K220-9608006","19960904","19990331","","1","神戸阪急4F子供フロアのリニューアルに伴い、マリージョンティーユからTKダッシュにブランド変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"106","2828","K220-9608006","19990401","99999999","","1","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"107","2837","","19940909","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"108","2838","","19940901","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"109","2840","","19940922","99999999","","3","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"110","2845","","19940908","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"111","2937","K218-9502002","19950321","99999999","","1","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"112","2943","K282-9606001","19950301","19981031","","1","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"113","2943","K282-9812005","19981101","19990331","","1","直営店収支改善の為（但し、99年SSｼｰｽﾞﾝ終了時退店予定）","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"114","2943","K282-9812005","19990401","99999999","","1","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"115","2948","","19950101","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"116","2949","K218-9502003","19950315","19990331","","1","出店","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"117","2949","","19990401","99999999","","1","出店_販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"118","2950","K218-9502004","19950317","19990331","","1","出店","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"119","2950","K218-9502004","19990401","99999999","31","4","販売代行先名がワールドファッションリンクに変更"," ","","",""," "," ","2010-05-14 19:47:09","system  ","2013-01-22 10:52:17","13001861","c"
"120","2953","K992400-0408001","19950302","19990331","","4","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"121","2953","K992400-0408001","19990401","99999999","31","4","販売代行先名がワールドファッションリンクに変更"," ","","",""," "," ","2010-05-14 19:47:09","system  ","2013-01-23 16:36:59","13001861","c"
"122","2954","K217-9412024","19950225","19990331","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"123","2954","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"124","2955","K217-9412001","19950310","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"125","2956","K217-9412006","19950301","19990331","","4","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"126","2956","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"127","2957","K217-9412008","19950304","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"128","2958","K217-9412002","19950301","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"129","2959","K217-9501025","19950303","19990331","","4","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"130","2959","K217-9501025","19990401","99999999","31","4","販売代行先名がワールドファッションリンクに変更"," ","","",""," "," ","2010-05-14 19:47:09","system  ","2013-01-23 16:37:32","13001861","c"
"131","2960","K217-9501020","19950317","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"132","2963","K217-9412041","19950310","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"133","2964","","19950324","19990331","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"134","2964","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"135","2965","K217-9412017","19950325","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"136","2966","K217-9412013","19950317","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"137","2967","K217-9412015","19950303","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"138","2968","K217-9503035","19950426","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"139","2970","K217-9501024","19950324","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"140","2974","K218-9503002","19950405","99999999","","1","新規","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"141","2995","","19950401","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"142","2999","","19950401","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"143","3000","","19950401","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"144","3001","","19950401","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"145","3002","","19950401","19960917","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"146","3002","T220-9606011","19960918","99999999","","1","シャンタルトーマスの店舗にTKダッシュ投入、新規出店とする","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"147","3003","","19950401","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"148","3004","","19950401","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"149","3005","","19950401","19960416","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"150","3005","","19960417","99999999","","1","新規出店（神戸店にて起案。決裁願なし）","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"151","3006","K218-9503005","19950408","19990331","","4","NGとﾏﾐ-(株)との代行契約_出店","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"152","3006","","19990401","99999999","","","NGとﾏﾐ-(株)との代行契約_出店_販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"153","3007","","19950401","19960430","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"154","3007","K131-9604021","19960501","99999999","","3","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"155","3013","K217-9503036","19950415","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"156","3017","K217-9503038","19950401","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"157","3022","K217-9503037","19950428","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"158","3027","","19950501","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"159","3031","K218-9502005","19950426","99999999","","1","出店","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"160","3034","","19951012","99999999","","1","新規","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"161","3035","K218-9503003","19950914","19990331","","1","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"162","3035","","19990401","99999999","","1","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"163","3048","K217-9505001","19950623","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"164","3053","K217-9505002","19950623","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"165","3062","K253-9509000","19950914","19970913","","2","4999万ﾏﾃﾞP,B19%    5000万を超えた部分P,B16%_新規","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"166","3062","K253-9811003","19970914","99999999","","2","決裁願より入力。(97/09/14に溯って変更)_売上増を計る為、人員増による代行料の変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"167","3070","K253-9509004","19950823","19990331","","1","出店","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"168","3070","K253-9509004","19990401","99999999","31","4","販売代行先名がワールドファッションリンクに変更"," ","","",""," "," ","2010-05-14 19:47:09","system  ","2013-01-22 10:53:25","13001861","c"
"169","3079","K217-9507012","19950915","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"170","3080","K217-9502006","19950901","19990331","","4","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"171","3080","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"172","3089","K217-9507001","19950804","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"173","3090","K253-9509007","19950913","99999999","","1","出店","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"174","3094","K217-9506001","19950910","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"175","3102","K250-9507010","19950901","19951031","","2","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"176","3102","K250-9511001","19951101","99999999","","3","前売り低下の為","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"177","3105","K253-9509011","19950907","19990331","","1","出店","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"178","3105","K253-9509011","19990401","99999999","31","4","販売代行先名がワールドファッションリンクに変更"," ","","",""," "," ","2010-05-14 19:47:09","system  ","2013-01-22 10:55:19","13001861","c"
"179","3106","K282-9507001","19950914","19990331","","4","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"180","3106","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"181","3107","K282-9507003","19950831","19990331","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"182","3107","K282-9507003","19990401","99999999","31","4","販売代行先名がワールドファッションリンクに変更"," ","","",""," "," ","2010-05-14 19:47:09","system  ","2013-01-23 16:38:03","13001861","c"
"183","3108","K282-9507002","19950906","19990331","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"184","3108","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"185","3109","K217-9507003","19950825","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"186","3110","K217-9507004","19950819","19990331","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"187","3110","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"188","3115","K217-9507006","19950922","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"189","3118","K217-9507015","19950901","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"190","3119","K217-9507013","19950905","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"191","3121","K217-9507009","19950901","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"192","3122","K217-9507010","19950831","19990331","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"193","3122","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"194","3134","K224-9508003","19950914","99999999","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"195","3136","K217-9507016","19950913","19990331","","","","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
"196","3136","","19990401","99999999","","","販売代行先名がワールドファッションリンクに変更","","","","","","","2010-05-14 19:47:09","system  ","2010-05-14 19:47:09","system  ","a"
